"NAF Nr";"NAF name";"Country";"Registration Date";"Expiry Date"
"39890";"baa-brawler";"England";"2024-11-11";"2025-11-11"
"39891";"roopdawg";"England";"2024-11-11";"2026-11-11"
"39892";"shanewars";"Austria";"2024-11-12";"2026-11-12"
"39893";"kingsgambitt";"Australia";"2024-11-12";""
"39894";"freyur";"Denmark";"2024-11-12";""
"39895";"mino75";"Italy";"2024-11-12";"2025-11-19"
"39896";"buji1442";"United States of America";"2024-11-12";"2025-11-12"
"39897";"moskwicz";"Poland";"2024-11-13";"2025-11-13"
"39898";"lord_tenrai";"England";"2024-11-13";"2025-12-31"
"39899";"tequilasunset";"Poland";"2024-11-13";"2026-11-13"
"39900";"dadavenom";"Georgia";"2024-11-13";""
"39901";"gregfuller";"New Zealand";"2024-11-13";"2025-11-14"
"39902";"ronaldo60000";"Germany";"2024-11-14";""
"39903";"mrdewitt";"Ukraine";"2024-11-14";""
"39904";"Sypherace";"South Africa";"2024-11-14";"2025-11-14"
"39905";"Martinus9710";"Colombia";"2024-11-14";"2025-11-14"
"39906";"Gasurez22";"Colombia";"2024-11-14";"2025-11-14"
"39907";"mattwearswolves";"New Zealand";"2024-11-14";"2025-11-14"
"39908";"garriusklirg";"France";"2024-11-14";""
"39909";"ILagas";"Netherlands";"2024-11-15";"2025-11-15"
"39910";"Nivmater";"Greece";"2024-11-15";"2025-11-15"
"39911";"grumly";"France";"2024-11-15";"2025-11-15"
"39912";"masteryeti";"England";"2024-11-15";"2025-11-15"
"39913";"faskill";"France";"2024-11-15";"2025-11-15"
"39914";"drrek";"United States of America";"2024-11-15";"2025-11-15"
"39915";"Roxana";"Malta";"2024-11-16";"2025-11-16"
"39916";"Andrella94";"Italy";"2024-11-16";"2025-11-16"
"39917";"Naire";"Czech Republic";"2024-11-16";"2025-11-16"
"39918";"Alx";"France";"2024-11-16";"2025-11-16"
"39919";"ThomasD";"France";"2024-11-16";"2025-11-16"
"39920";"OrgaFSC";"France";"2024-11-16";"2025-11-16"
"39921";"mistoffelees";"England";"2024-11-16";"2025-11-20"
"39922";"Gubiz";"France";"2024-11-16";"2025-11-16"
"39923";"mad_rellox";"Italy";"2024-11-16";""
"39924";"sokrates";"Sweden";"2024-11-16";"2025-11-16"
"39925";"kit";"England";"2024-11-16";"2025-11-16"
"39926";"mtd734";"United States of America";"2024-11-16";""
"39927";"viridian";"United States of America";"2024-11-16";"2026-11-16"
"39928";"bad_dinner";"United States of America";"2024-11-16";"2025-11-16"
"39929";"puffablunt";"United States of America";"2024-11-16";"2025-11-16"
"39930";"catushs";"United States of America";"2024-11-16";"2025-11-16"
"39931";"kornator";"France";"2024-11-17";"2025-11-17"
"39932";"otterbowl";"Mexico";"2024-11-17";""
"39933";"redfacedgoose";"England";"2024-11-17";"2025-11-26"
"39934";"Tankard";"New Zealand";"2024-11-17";"2025-11-17"
"39935";"Lorenzobart99";"Italy";"2024-11-18";"2025-11-18"
"39936";"Vegetro";"Italy";"2024-11-18";"2025-11-18"
"39937";"dolfi95";"Italy";"2024-11-18";"2025-11-18"
"39938";"ryzen";"Italy";"2024-11-18";"2025-11-18"
"39939";"GB";"Portugal";"2024-11-18";"2025-11-18"
"39940";"Botas";"Portugal";"2024-11-18";"2025-11-18"
"39941";"gork..ormork";"United States of America";"2024-11-18";"2025-11-18"
"39942";"accountantofnuffle";"Belgium";"2024-11-18";"2026-01-05"
"39943";"Mfarrell87";"Scotland";"2024-11-18";"2025-11-18"
"39944";"AliD";"Scotland";"2024-11-18";"2025-11-18"
"39945";"jeddybear";"Ireland";"2024-11-18";"2025-11-18"
"39946";"vaelte";"Denmark";"2024-11-19";""
"39947";"Willdebeast";"England";"2024-11-19";"2026-11-19"
"39948";"gaedhros";"Spain";"2024-11-19";"2025-11-19"
"39949";"bertboxer";"United States of America";"2024-11-19";"2026-11-19"
"39950";"ellusionn";"Poland";"2024-11-20";"2025-11-20"
"39951";"krantar";"United States of America";"2024-11-20";"2025-11-20"
"39952";"ZAPow";"New Zealand";"2024-11-20";"2025-11-20"
"39953";"barritas";"Ladonia";"2024-11-20";"2025-11-20"
"39954";"serrano02";"Spain";"2024-11-20";"2025-11-20"
"39955";"rafa21";"Ladonia";"2024-11-20";"2025-11-20"
"39956";"jnhaamer";"Canada";"2024-11-21";"2025-11-21"
"39957";"woldas";"England";"2024-11-21";"2025-11-21"
"39958";"pankelix";"Spain";"2024-11-21";"2025-11-21"
"39959";"rafa2112";"Spain";"2024-11-22";"2025-11-22"
"39960";"cloker";"Ladonia";"2024-11-22";"2025-11-22"
"39961";"zan0";"Spain";"2024-11-22";"2025-11-22"
"39962";"robertusbigus";"Belgium";"2024-11-22";"2025-11-22"
"39963";"Pikol";"Spain";"2024-11-22";"2025-11-22"
"39964";"Txalen";"Spain";"2024-11-22";"2025-11-22"
"39965";"Kali_the_black_cat";"Spain";"2024-11-22";"2025-11-22"
"39966";"Barritas08";"Ladonia";"2024-11-22";"2025-11-22"
"39967";"jazel";"Spain";"2024-11-22";"2025-11-22"
"39968";"freerk";"Netherlands";"2024-11-22";"2026-11-22"
"39969";"PTC";"Canada";"2024-11-22";"2025-11-22"
"39970";"Boogaboo";"Canada";"2024-11-22";"2025-11-22"
"39972";"rayort91";"United States of America";"2024-11-23";"2025-11-23"
"39973";"BubbleReg";"England";"2024-11-23";"2025-11-23"
"39974";"sliwu";"Switzerland";"2024-11-23";"2025-11-23"
"39975";"c203363";"England";"2024-11-23";"2025-11-23"
"39976";"primeriuszergron";"Mexico";"2024-11-23";"2025-11-23"
"39977";"woodenspoon92";"England";"2024-11-23";"2025-12-13"
"39978";"josepkneckt";"Italy";"2024-11-24";"2025-11-24"
"39979";"El_Titi";"Spain";"2024-11-24";"2025-11-24"
"39980";"Jain";"Spain";"2024-11-24";"2025-11-24"
"39981";"Vitty";"Spain";"2024-11-24";"2025-11-24"
"39982";"Darknar94";"Italy";"2024-11-24";"2025-11-24"
"39983";"Basku";"Spain";"2024-11-24";"2025-11-24"
"39984";"becki";"England";"2024-11-24";"2025-11-24"
"39985";"raseckel";"United States of America";"2024-11-24";"2025-11-24"
"39986";"TheMedievalViking";"Latvia";"2024-11-24";"2025-11-24"
"39987";"millsonius";"England";"2024-11-24";"2025-11-24"
"39988";"sr_raez";"Spain";"2024-11-24";"2025-11-24"
"39989";"jmcnik";"England";"2024-11-24";"2025-11-24"
"39990";"Boudicca";"England";"2024-11-24";"2025-11-24"
"39991";"rifflord";"France";"2024-11-25";"2026-03-16"
"39992";"tector";"Georgia";"2024-11-25";"2026-05-21"
"39993";"calandryal";"United States of America";"2024-11-25";"2025-11-25"
"39994";"angelkatie";"United States of America";"2024-11-25";"2025-11-25"
"39995";"Aramba13";"Spain";"2024-11-25";"2025-11-25"
"39996";"timbob";"United States of America";"2024-11-26";""
"39997";"johnswallow";"England";"2024-11-26";"2026-11-26"
"39998";"reidoi";"England";"2024-11-26";"2025-11-26"
"40000";"nafhammer";"Germany";"2024-11-26";""
"40001";"teschione";"Italy";"2024-11-26";"2026-11-26"
"40002";"mickpaul";"United States of America";"2024-11-26";"2025-11-26"
"40003";"JhonMarin";"Colombia";"2024-11-26";"2025-11-26"
"40004";"compman";"Poland";"2024-11-26";"2025-11-26"
"40005";"nomanslan";"Denmark";"2024-11-26";"2025-11-26"
"40006";"smyther";"England";"2024-11-26";""
"40007";"Daithi";"England";"2024-11-26";"2025-11-26"
"40008";"mortrid";"United States of America";"2024-11-26";"2025-11-26"
"40009";"gsandoval96";"Spain";"2024-11-26";""
"40010";"Torre";"Ladonia";"2024-11-26";"2025-11-26"
"40011";"chillybandit";"Wales";"2024-11-27";""
"40012";"chillibandit";"Wales";"2024-11-27";"2025-11-27"
"40013";"Guardianboy";"Spain";"2024-11-27";"2025-11-27"
"40014";"Briareos";"Spain";"2024-11-27";"2025-11-27"
"40015";"Sturmi";"Spain";"2024-11-27";"2025-11-27"
"40016";"Trullo";"Spain";"2024-11-27";"2025-11-27"
"40017";"jgarrido";"Spain";"2024-11-27";"2025-11-27"
"40018";"grayjoy";"Cyprus";"2024-11-28";"2025-11-28"
"40019";"petehodges";"Spain";"2024-11-28";"2025-11-29"
"40020";"greekski";"England";"2024-11-28";"2025-11-28"
"40021";"Beton";"Poland";"2024-11-28";"2025-11-28"
"40022";"Falco";"Greece";"2024-11-28";"2027-11-28"
"40023";"Ververos";"Greece";"2024-11-28";"2027-11-28"
"40024";"mastermudge";"Canada";"2024-11-28";"2025-11-28"
"40025";"cremate";"Wales";"2024-11-28";"2025-11-28"
"40026";"fuzzylogic";"Scotland";"2024-11-28";"2025-11-28"
"40027";"wrlshdraig99";"Wales";"2024-11-28";"2025-11-28"
"40028";"ironbruextra";"Scotland";"2024-11-28";"2026-11-28"
"40029";"scarydewolf";"Scotland";"2024-11-28";"2025-11-28"
"40030";"bruce33";"Senegal";"2024-11-28";"2025-11-28"
"40031";"duggie";"Wales";"2024-11-29";"2026-11-29"
"40032";"Rustle";"United States of America";"2024-11-29";"2025-11-29"
"40033";"ruggedjam";"England";"2024-11-30";"2025-11-30"
"40034";"napalmglop";"France";"2024-11-30";"2025-12-13"
"40035";"CalltracKK";"France";"2024-11-30";"2025-11-30"
"40036";"ourtopninja1";"England";"2024-11-30";"2025-11-30"
"40037";"hvidhajen12";"Denmark";"2024-11-30";"2025-11-30"
"40038";"SmokingAces";"Wales";"2024-11-30";"2025-11-30"
"40039";"Mutlow";"Wales";"2024-11-30";"2025-11-30"
"40040";"Merlishh";"France";"2024-11-30";"2025-11-30"
"40041";"AtomNik";"France";"2024-11-30";"2025-11-30"
"40042";"Bygbeer";"France";"2024-11-30";"2025-11-30"
"40043";"echoofdarkness";"Germany";"2024-11-30";"2025-11-30"
"40044";"ironfire";"Germany";"2024-12-01";"2027-12-01"
"40045";"csg243";"England";"2024-12-01";"2025-12-01"
"40046";"monaco_heuer";"France";"2024-12-01";"2025-12-01"
"40047";"Lotlandir";"France";"2024-12-01";"2025-12-01"
"40048";"xxdecadenzxx";"Germany";"2024-12-01";"2025-12-01"
"40049";"drolf";"France";"2024-12-01";"2025-12-20"
"40050";"Israel";"Spain";"2024-12-01";"2025-12-01"
"40051";"Cmunaro0904";"Spain";"2024-12-01";"2025-12-01"
"40052";"Urulf";"Spain";"2024-12-01";"2025-12-01"
"40053";"BecarioImperial";"Spain";"2024-12-01";"2025-12-01"
"40054";"Bondidoso";"Spain";"2024-12-01";"2025-12-01"
"40055";"theag";"France";"2024-12-01";"2026-02-10"
"40056";"rompcat";"United States of America";"2024-12-01";"2025-12-01"
"40057";"subrelic";"France";"2024-12-01";"2025-12-01"
"40058";"Brutus13";"Spain";"2024-12-01";"2025-12-01"
"40059";"crazedearl";"United States of America";"2024-12-01";"2025-12-01"
"40060";"blockandroll";"England";"2024-12-01";"2025-12-01"
"40061";"Drekky_Flynt";"Spain";"2024-12-01";"2025-12-01"
"40062";"Marek.Pesa";"Czech Republic";"2024-12-02";"2025-12-02"
"40063";"qwert0258";"Czech Republic";"2024-12-02";"2025-12-02"
"40064";"ae";"Sweden";"2024-12-02";""
"40065";"hause";"United States of America";"2024-12-02";"2025-12-02"
"40066";"Cagoince";"France";"2024-12-02";"2025-12-02"
"40067";"Osselait";"France";"2024-12-02";"2025-12-02"
"40068";"Shalma";"France";"2024-12-02";"2025-12-02"
"40069";"Patbat";"France";"2024-12-02";"2025-12-02"
"40070";"calamity_zero";"United States of America";"2024-12-02";"2025-12-02"
"40071";"Lysander";"Austria";"2024-12-02";"2025-12-02"
"40072";"The_Bloody_Hakes";"France";"2024-12-02";"2025-12-02"
"40073";"andywaggie82";"England";"2024-12-02";""
"40074";"rlh2112";"United States of America";"2024-12-02";"2025-12-02"
"40075";"insolitus";"Czech Republic";"2024-12-03";"2026-02-08"
"40076";"AbbyCadabby";"Spain";"2024-12-03";"2025-12-03"
"40077";"hammeredbloodbowlloverza";"South Africa";"2024-12-03";""
"40078";"cebrecos";"Spain";"2024-12-03";""
"40079";"LupoMania";"Ladonia";"2024-12-03";"2025-12-03"
"40080";"TransconaSlim";"Canada";"2024-12-03";"2025-12-03"
"40081";"discohest";"Sweden";"2024-12-04";"2025-12-04"
"40082";"hillsby";"North Ireland";"2024-12-04";"2025-12-04"
"40083";"Voltarius";"France";"2024-12-04";"2025-12-04"
"40084";"La_Legende";"France";"2024-12-04";"2025-12-04"
"40085";"h-purple";"Russia";"2024-12-05";""
"40086";"stylesie";"England";"2024-12-05";"2025-12-05"
"40087";"vestride";"England";"2024-12-05";"2025-12-05"
"40088";"fafio";"Spain";"2024-12-05";"2025-12-05"
"40089";"BlueLion";"Chile";"2024-12-06";"2026-12-06"
"40090";"yarius";"Brazil";"2024-12-06";""
"40091";"magik";"United States of America";"2024-12-06";"2025-12-06"
"40092";"rockwell7144";"France";"2024-12-06";""
"40093";"RedLuft";"Canada";"2024-12-06";"2025-12-06"
"40094";"g0nk";"Canada";"2024-12-06";"2025-12-06"
"40095";"sigurd";"Sweden";"2024-12-07";""
"40096";"xigurd";"Sweden";"2024-12-07";"2025-12-07"
"40097";"rotrek75";"England";"2024-12-07";"2025-12-07"
"40099";"Blahmehblah";"Scotland";"2024-12-07";"2033-12-07"
"40100";"Grimlockx";"England";"2024-12-07";"2025-12-07"
"40101";"Tabularasa";"Germany";"2024-12-07";"2025-12-07"
"40102";"GSpencer15";"England";"2024-12-07";"2025-12-07"
"40103";"zachb";"United States of America";"2024-12-07";"2025-12-07"
"40104";"Xlom78";"Australia";"2024-12-07";"2025-12-07"
"40105";"Bakes";"Australia";"2024-12-07";"2025-12-07"
"40106";"cubesight";"United States of America";"2024-12-08";""
"40107";"kiez-kalle";"Germany";"2024-12-08";""
"40108";"hjod";"Sweden";"2024-12-08";"2025-12-08"
"40109";"deathfrog";"United States of America";"2024-12-08";""
"40110";"thedeathfrog";"United States of America";"2024-12-08";"2025-12-08"
"40111";"macadamia";"United States of America";"2024-12-08";"2025-12-08"
"40112";"Awru";"Poland";"2024-12-09";"2025-12-09"
"40113";"Miarkas";"Poland";"2024-12-09";"2025-12-09"
"40114";"Catbug";"Poland";"2024-12-09";"2025-12-09"
"40115";"Munio";"Poland";"2024-12-09";"2025-12-09"
"40116";"idchafee";"United States of America";"2024-12-09";"2025-12-09"
"40117";"Jetshroom";"Australia";"2024-12-09";"2025-12-09"
"40118";"Noctifer";"Australia";"2024-12-09";"2026-12-09"
"40119";"TheMightyQuin";"New Zealand";"2024-12-10";"2025-12-10"
"40120";"adambell88";"England";"2024-12-10";"2026-12-10"
"40121";"altymira";"Spain";"2024-12-10";"2025-12-10"
"40122";"MauroDuqueZ";"Colombia";"2024-12-10";"2025-12-10"
"40123";"johnsetherfield";"United States of America";"2024-12-10";"2025-12-10"
"40124";"driftpirate";"United States of America";"2024-12-10";"2025-12-10"
"40125";"lacksluckster";"United States of America";"2024-12-10";"2025-12-10"
"40126";"hebbie49";"England";"2024-12-11";"2025-12-11"
"40127";"ezikiel2517";"Sweden";"2024-12-11";"2025-12-11"
"40128";"mushroomguru";"Undisclosed";"2024-12-11";""
"40129";"royalromeo";"United States of America";"2024-12-11";"2025-12-11"
"40130";"bouche90";"Canada";"2024-12-11";"2025-12-11"
"40131";"insolitus_6th";"Undisclosed";"2024-12-12";""
"40132";"Oldsong";"Spain";"2024-12-12";"2025-12-12"
"40133";"Wherewolf";"Germany";"2024-12-12";"2027-12-12"
"40134";"Stoffelst";"Germany";"2024-12-12";"2027-12-12"
"40135";"Schokodreamboy";"Germany";"2024-12-12";"2026-12-12"
"40136";"ekarion";"Belgium";"2024-12-12";""
"40137";"The_OldNewOne";"Malta";"2024-12-13";"2025-12-13"
"40138";"CageCrasher";"Malta";"2024-12-13";"2025-12-13"
"40139";"rikko";"Switzerland";"2024-12-13";"2026-03-17"
"40140";"volfkrieg";"United States of America";"2024-12-13";"2025-12-13"
"40141";"MikeG";"United States of America";"2024-12-13";"2025-12-13"
"40142";"yannie";"United States of America";"2024-12-13";"2025-12-13"
"40143";"madeye";"Australia";"2024-12-14";"2025-12-14"
"40144";"nando159";"United States of America";"2024-12-14";"2025-12-14"
"40145";"Fraxium";"New Zealand";"2024-12-15";"2025-12-15"
"40146";"Cas.Tiger.05";"England";"2024-12-15";"2025-12-15"
"40147";"Minecrafter15";"England";"2024-12-15";"2025-12-15"
"40148";"RAGNOR_THE_RIMMER";"England";"2024-12-15";"2025-12-15"
"40149";"JGraham";"England";"2024-12-15";"2025-12-15"
"40150";"Drog";"Spain";"2024-12-15";"2025-12-15"
"40151";"orracle";"Canada";"2024-12-15";"2025-12-15"
"40152";"something_clever";"United States of America";"2024-12-15";"2025-12-15"
"40153";"comatose_leech";"Canada";"2024-12-15";"2025-12-15"
"40154";"adamino_2";"Cyprus";"2024-12-16";"2025-12-16"
"40155";"Fitator";"Germany";"2024-12-16";"2025-12-16"
"40156";"iramis";"Russia";"2024-12-16";"2025-12-16"
"40157";"Hypogriph";"Greece";"2024-12-16";"2025-12-16"
"40158";"A.costa";"Spain";"2024-12-16";"2025-12-16"
"40159";"Armistia";"Switzerland";"2024-12-16";"2025-12-16"
"40160";"Doud";"Switzerland";"2024-12-16";"2025-12-16"
"40161";"Clap";"Switzerland";"2024-12-16";"2025-12-16"
"40162";"Arborterrean";"England";"2024-12-17";"2025-12-17"
"40163";"bennysim";"Slovak Republic";"2024-12-17";"2025-12-17"
"40164";"serious_maly";"Italy";"2024-12-17";"2025-12-17"
"40165";"tony_gabaghoul";"United States of America";"2024-12-17";"2025-12-17"
"40166";"revtoddone";"United States of America";"2024-12-17";"2025-12-17"
"40167";"Dbird";"Cyprus";"2024-12-18";"2025-12-18"
"40168";"Garci";"Spain";"2024-12-18";"2025-12-18"
"40169";"Rabent";"Spain";"2024-12-18";"2025-12-18"
"40170";"Rodriguillo";"Spain";"2024-12-18";"2025-12-18"
"40171";"Carlos_ratas";"Spain";"2024-12-18";"2025-12-18"
"40172";"Lunalyn";"Spain";"2024-12-18";"2025-12-18"
"40173";"Danno_Banano";"Spain";"2024-12-18";"2025-12-18"
"40174";"Nietillo";"Spain";"2024-12-18";"2025-12-18"
"40175";"Blasphemous";"Spain";"2024-12-18";"2025-12-18"
"40176";"Jean-Luc";"Germany";"2024-12-18";"2025-12-18"
"40177";"riotousrookie";"Germany";"2024-12-18";"2025-12-18"
"40178";"BlueWizard";"Germany";"2024-12-18";"2025-12-18"
"40179";"stantonian";"United States of America";"2024-12-18";"2026-01-07"
"40180";"stantonianxxvi";"United States of America";"2024-12-18";""
"40181";"tempek";"Poland";"2024-12-18";""
"40182";"Carlinhos";"Spain";"2024-12-18";"2025-12-18"
"40183";"slothfulowl";"England";"2024-12-18";"2025-12-18"
"40184";"bengo";"United States of America";"2024-12-18";"2025-12-18"
"40185";"Cohen";"Australia";"2024-12-19";"2025-12-19"
"40186";"Snowcrash";"Australia";"2024-12-19";"2025-12-19"
"40187";"NMAC";"Australia";"2024-12-19";"2025-12-19"
"40188";"pkore";"Australia";"2024-12-19";"2025-12-19"
"40189";"Brohymn";"Australia";"2024-12-19";"2025-12-19"
"40190";"Lordsozo";"England";"2024-12-19";"2025-12-19"
"40191";"Charlienewbon";"Australia";"2024-12-19";"2025-12-19"
"40192";"dullellahan";"Canada";"2024-12-19";"2025-12-19"
"40193";"whovian40";"United States of America";"2024-12-19";"2025-12-19"
"40194";"mrknudson";"United States of America";"2024-12-19";"2025-12-19"
"40195";"chainsawpill";"United States of America";"2024-12-19";"2025-12-19"
"40196";"JoreDakkon";"Spain";"2024-12-20";"2025-12-20"
"40197";"Loya";"Spain";"2024-12-20";"2025-12-20"
"40198";"sultan";"France";"2024-12-20";"2026-12-20"
"40199";"dnapodsteve";"United States of America";"2024-12-20";"2025-12-20"
"40200";"lilgutterrunner";"United States of America";"2024-12-20";"2025-12-20"
"40201";"spazmunke";"United States of America";"2024-12-20";"2025-12-20"
"40202";"feral_brushlicker";"Wales";"2024-12-21";"2025-12-21"
"40203";"1akleinman";"United States of America";"2024-12-21";"2025-12-21"
"40204";"grunnlock";"France";"2024-12-21";""
"40205";"emjy";"France";"2024-12-21";"2026-12-21"
"40206";"keppe83";"Finland";"2024-12-21";"2025-12-21"
"40207";"rvija";"Spain";"2024-12-21";"2025-12-21"
"40208";"explodingjawa";"Belgium";"2024-12-22";"2025-12-22"
"40209";"archmagister";"United States of America";"2024-12-23";"2025-12-23"
"40210";"solé";"Spain";"2024-12-23";"2025-12-23"
"40211";"abelmaki";"Spain";"2024-12-23";"2025-12-23"
"40212";"mrgutin";"Italy";"2024-12-23";"2026-12-23"
"40213";"Deathmers";"Czech Republic";"2024-12-23";"2025-12-23"
"40214";"Paddy";"England";"2024-12-23";"2025-12-23"
"40215";"draregserb";"Spain";"2024-12-23";"2025-12-23"
"40216";"azurekai";"Mexico";"2024-12-24";""
"40217";"Shelmad";"New Zealand";"2024-12-26";"2025-12-26"
"40218";"Alakka";"North Ireland";"2024-12-27";"2025-12-27"
"40219";"Bartor";"France";"2024-12-27";"2025-12-27"
"40220";"Slybret";"North Ireland";"2024-12-27";"2025-12-27"
"40221";"cortisone";"Spain";"2024-12-27";"2025-12-27"
"40222";"slaveone";"United States of America";"2024-12-27";"2025-12-27"
"40223";"electrics_mann";"United States of America";"2024-12-27";"2025-12-27"
"40224";"bergishagen";"Denmark";"2024-12-28";"2025-12-28"
"40225";"Rib-Goaty";"Portugal";"2024-12-29";"2025-12-29"
"40226";"bones88";"Spain";"2024-12-29";"2025-12-29"
"40227";"pro_fab";"England";"2024-12-29";""
"40228";"zakhero";"United States of America";"2024-12-29";"2025-12-29"
"40229";"jiber";"France";"2024-12-29";"2025-12-29"
"40230";"oraclejoe";"United States of America";"2024-12-29";"2025-12-29"
"40231";"coxy5";"England";"2024-12-29";""
"40232";"king_in_yell0w";"United States of America";"2024-12-29";"2025-12-29"
"40233";"brownnbubbly";"United States of America";"2024-12-29";"2025-12-29"
"40234";"carlblitz";"Sweden";"2024-12-30";"2025-12-30"
"40235";"warpigs8man";"United States of America";"2024-12-30";"2025-12-30"
"40236";"voidington";"United States of America";"2024-12-30";"2025-12-30"
"40237";"popederpiv";"United States of America";"2024-12-30";""
"40238";"pic85";"Italy";"2024-12-30";""
"40239";"yebsx2";"United States of America";"2024-12-31";"2025-12-31"
"40240";"ghostlypea";"England";"2024-12-31";"2026-12-31"
"40241";"gasoline_guzzler";"United States of America";"2024-12-31";"2026-12-31"
"40242";"yourking999";"United States of America";"2024-12-31";"2026-12-31"
"40243";"scottish_jacobite";"United States of America";"2025-01-01";""
"40244";"r3myek";"England";"2025-01-01";"2026-01-07"
"40245";"Gompy";"England";"2025-01-01";"2027-01-01"
"40246";"redeemer";"Austria";"2025-01-01";""
"40247";"Ghost_wolf";"Bolivia";"2025-01-01";"2026-01-01"
"40248";"Rooster_Moi";"Bolivia";"2025-01-01";"2026-01-01"
"40249";"Rod_Brady";"Bolivia";"2025-01-01";"2027-01-01"
"40250";"Utachisiu";"Bolivia";"2025-01-01";"2026-01-01"
"40251";"Daiken";"Bolivia";"2025-01-01";"2027-01-01"
"40252";"CRiquy";"Bolivia";"2025-01-01";"2026-01-01"
"40253";"Vahug";"Bolivia";"2025-01-01";"2026-01-01"
"40254";"Pastin";"Bolivia";"2025-01-01";"2026-01-01"
"40255";"blackwolf75";"Australia";"2025-01-01";"2026-01-01"
"40256";"qualitygrapes";"United States of America";"2025-01-01";"2026-01-01"
"40257";"contrick";"England";"2025-01-02";"2026-01-02"
"40258";"shamidor";"France";"2025-01-02";""
"40259";"pwills";"England";"2025-01-02";"2027-01-02"
"40260";"RuiSkaikru";"Portugal";"2025-01-02";"2026-01-02"
"40261";"karsten";"Denmark";"2025-01-02";"2026-01-02"
"40262";"ferg";"England";"2025-01-02";"2026-01-02"
"40263";"tomfromofficemax";"United States of America";"2025-01-02";"2026-01-02"
"40264";"doctorcoyle";"United States of America";"2025-01-02";"2026-01-02"
"40265";"defnotandy";"United States of America";"2025-01-03";"2027-01-03"
"40266";"SHERENNITY";"Spain";"2025-01-03";"2026-01-03"
"40267";"scroogemcgull";"Wales";"2025-01-03";"2026-01-03"
"40268";"krissavov";"Bulgaria";"2025-01-04";"2026-01-04"
"40269";"oldmanjenks";"England";"2025-01-04";"2027-01-04"
"40270";"ronni";"Italy";"2025-01-04";"2026-01-04"
"40271";"lazlofruvous";"United States of America";"2025-01-04";"2026-01-04"
"40272";"dooomkin";"United States of America";"2025-01-04";"2026-01-04"
"40273";"Telax";"Sweden";"2025-01-04";"2026-01-04"
"40274";"malomalo";"United States of America";"2025-01-04";"2026-01-04"
"40275";"hawktel";"United States of America";"2025-01-04";"2026-01-04"
"40276";"karlfranz23";"United States of America";"2025-01-04";"2026-01-04"
"40277";"mrbear";"Sweden";"2025-01-04";"2026-01-04"
"40278";"goldstarminisjacob";"United States of America";"2025-01-04";"2026-01-04"
"40279";"gdposta";"United States of America";"2025-01-04";""
"40280";"zzliamzz";"United States of America";"2025-01-04";""
"40281";"zakunlimited";"United States of America";"2025-01-05";"2026-01-05"
"40282";"acastian";"United States of America";"2025-01-05";""
"40283";"Human_Joris";"Netherlands";"2025-01-05";"2026-01-05"
"40284";"gnoblarnbob";"Sweden";"2025-01-05";"2026-01-05"
"40285";"Vicente";"Spain";"2025-01-05";"2026-01-05"
"40286";"GutY";"Spain";"2025-01-05";"2026-01-05"
"40287";"Masrac";"Spain";"2025-01-05";"2026-01-05"
"40288";"Capi";"Spain";"2025-01-05";"2026-01-05"
"40289";"blitzmaster";"United States of America";"2025-01-05";"2027-01-05"
"40290";"gsandoval96_";"Spain";"2025-01-05";"2026-01-05"
"40291";"ioannes";"Italy";"2025-01-05";""
"40292";"cyber-monkey";"United States of America";"2025-01-05";"2027-01-05"
"40293";"FlekyCK";"Spain";"2025-01-05";"2026-01-05"
"40294";"JK";"Spain";"2025-01-06";"2026-01-06"
"40295";"joannes";"Italy";"2025-01-06";"2026-01-06"
"40296";"padlogfry";"England";"2025-01-06";""
"40297";"Luigi_37";"Bolivia";"2025-01-06";"2026-01-06"
"40298";"ThisAngryGuy";"Bolivia";"2025-01-06";"2026-01-06"
"40299";"orken23";"Australia";"2025-01-06";"2027-01-06"
"40300";"monik";"Portugal";"2025-01-06";"2026-01-06"
"40301";"gonzalix";"Spain";"2025-01-07";"2026-01-07"
"40302";"Icaro_M";"Bolivia";"2025-01-07";"2026-01-07"
"40303";"dwarfyman100";"England";"2025-01-07";"2026-01-07"
"40304";"jekyll";"Spain";"2025-01-08";""
"40305";"righteousfeen";"Ireland";"2025-01-08";"2026-01-08"
"40306";"lysander1977";"United States of America";"2025-01-08";"2026-01-08"
"40307";"chbox";"France";"2025-01-08";"2027-01-08"
"40308";"axicomm";"Hungary";"2025-01-09";"2026-01-09"
"40309";"rayitomarciano";"Spain";"2025-01-09";"2026-01-09"
"40310";"tibo13";"France";"2025-01-09";"2026-01-09"
"40311";"dr.slump";"Spain";"2025-01-09";"2026-01-09"
"40312";"enderzshadow";"United States of America";"2025-01-09";"2027-01-09"
"40313";"gray";"United States of America";"2025-01-09";"2026-01-09"
"40314";"papafreelove";"United States of America";"2025-01-09";"2026-01-09"
"40315";"okbeardy";"Australia";"2025-01-09";"2026-01-09"
"40316";"munkjäveln";"Sweden";"2025-01-10";"2026-01-12"
"40317";"supremeconor";"North Ireland";"2025-01-10";"2026-01-10"
"40318";"ryan88";"North Ireland";"2025-01-10";"2026-01-10"
"40319";"justinw";"Australia";"2025-01-10";"2026-01-10"
"40320";"saggyrats";"England";"2025-01-10";"2026-01-10"
"40321";"hezbollard";"England";"2025-01-10";"2027-01-10"
"40322";"bouchy";"Canada";"2025-01-10";"2027-02-08"
"40323";"Jariben";"Ladonia";"2025-01-11";"2026-01-11"
